PM2.5,CO,SO2,NO2,PM10,No,year,month,day,hour,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station
80.0,1100.0,46.0,64.0,104.0,10600.0,2010.0,5.0,17.0,12.0,115.0,25.9,1010.0,5.5,0.0,3.8,SW,Aotizhongxin
70.0,700.0,28.0,35.0,130.0,10600.0,2010.0,5.0,17.0,13.0,149.0,27.1,1010.0,5.4,0.0,4.7,SW,Aotizhongxin
87.0,600.0,23.0,27.0,120.0,10600.0,2010.0,5.0,17.0,14.0,172.0,27.3,1000.0,8.2,0.0,3.2,SSW,Aotizhongxin
51.0,500.0,18.0,26.0,164.0,10600.0,2010.0,5.0,17.0,15.0,178.0,27.0,1000.0,7.9,0.0,3.8,SW,Aotizhongxin
71.0,700.0,20.0,28.0,159.0,10600.0,2010.0,5.0,17.0,16.0,196.0,26.3,1000.0,6.8,0.0,1.9,SSW,Aotizhongxin
59.0,700.0,21.0,29.0,149.0,10600.0,2010.0,5.0,17.0,17.0,212.0,25.9,1000.0,6.0,0.0,3.0,SW,Aotizhongxin
46.0,600.0,15.0,31.0,97.0,10600.0,2010.0,5.0,17.0,18.0,185.0,25.5,1000.0,6.6,0.0,2.9,SW,Aotizhongxin
45.0,500.0,15.0,32.0,106.0,10600.0,2010.0,5.0,17.0,19.0,172.0,23.6,1010.0,9.2,0.0,1.7,NNE,Aotizhongxin
49.0,600.0,14.0,50.0,127.0,10600.0,2010.0,5.0,17.0,20.0,149.0,22.7,1010.0,10.5,0.0,1.2,NNE,Aotizhongxin
62.0,700.0,13.0,51.0,196.0,10600.0,2010.0,5.0,17.0,21.0,125.0,21.1,1010.0,10.3,0.0,0.9,E,Aotizhongxin
56.0,700.0,14.0,47.0,123.0,10600.0,2010.0,5.0,17.0,22.0,125.0,20.6,1010.0,11.2,0.0,0.8,ENE,Aotizhongxin
49.0,600.0,11.0,45.0,159.0,10600.0,2010.0,5.0,17.0,23.0,110.0,18.7,1010.0,12.2,0.0,0.5,NNW,Aotizhongxin
107.0,700.0,11.0,75.0,258.0,10600.0,2010.0,5.0,18.0,0.0,62.0,16.7,1010.0,11.6,0.0,0.5,ENE,Aotizhongxin
58.0,700.0,9.0,109.0,153.0,10600.0,2010.0,5.0,18.0,1.0,29.0,16.0,1010.0,12.0,0.0,0.5,N,Aotizhongxin
89.0,500.0,10.0,66.0,263.0,10600.0,2010.0,5.0,18.0,2.0,36.0,15.1,1000.0,12.8,0.0,0.1,E,Aotizhongxin
101.0,800.0,12.0,83.0,308.0,10600.0,2010.0,5.0,18.0,3.0,2.0,14.2,1000.0,12.1,0.0,0.2,NNE,Aotizhongxin
145.0,1000.0,12.0,84.0,548.0,10600.0,2010.0,5.0,18.0,4.0,2.0,14.6,1000.0,10.6,0.0,1.0,NE,Aotizhongxin
94.0,1000.0,18.0,92.0,156.0,10600.0,2010.0,5.0,18.0,6.0,2.0,17.2,1010.0,11.2,0.0,0.9,N,Aotizhongxin
79.0,900.0,24.0,90.0,170.0,10600.0,2010.0,5.0,18.0,7.0,2.0,19.4,1010.0,9.0,0.0,1.7,NE,Aotizhongxin
77.0,900.0,33.0,88.0,155.0,10600.0,2010.0,5.0,18.0,8.0,8.0,22.1,1010.0,9.6,0.0,1.3,N,Aotizhongxin
75.0,1000.0,31.0,90.0,176.0,10600.0,2010.0,5.0,18.0,9.0,15.0,23.9,1000.0,11.6,0.0,1.6,N,Aotizhongxin
96.0,900.0,28.0,71.0,129.0,10600.0,2010.0,5.0,18.0,10.0,56.0,25.7,1000.0,11.8,0.0,1.3,SE,Aotizhongxin
84.0,800.0,22.0,61.0,122.0,10600.0,2010.0,5.0,18.0,11.0,93.0,27.2,1000.0,11.2,0.0,1.6,SSW,Aotizhongxin
68.0,700.0,22.0,59.0,110.0,10600.0,2010.0,5.0,18.0,12.0,118.0,28.6,1000.0,9.8,0.0,2.0,SW,Aotizhongxin
103.0,900.0,27.0,69.0,124.0,10600.0,2010.0,5.0,18.0,13.0,139.0,29.0,1000.0,10.6,0.0,3.5,SW,Aotizhongxin
112.0,800.0,31.0,64.0,187.0,10600.0,2010.0,5.0,18.0,14.0,198.0,28.9,1000.0,12.3,0.0,2.4,SW,Aotizhongxin
87.0,600.0,33.0,33.0,142.0,10600.0,2010.0,5.0,18.0,15.0,234.0,28.8,1000.0,12.2,0.0,3.2,WSW,Aotizhongxin
84.0,500.0,36.0,33.0,170.0,10600.0,2010.0,5.0,18.0,16.0,227.0,28.6,999.0,11.6,0.0,3.3,SW,Aotizhongxin
94.0,700.0,39.0,35.0,192.0,10600.0,2010.0,5.0,18.0,17.0,231.0,28.0,999.0,13.1,0.0,3.3,SW,Aotizhongxin
114.0,900.0,50.0,33.0,274.0,10700.0,2010.0,5.0,18.0,18.0,246.0,27.5,999.0,14.5,0.0,2.8,SSW,Aotizhongxin
143.0,1100.0,56.0,38.0,295.0,10700.0,2010.0,5.0,18.0,19.0,247.0,26.9,1000.0,15.6,0.0,1.9,SSW,Aotizhongxin
157.0,1100.0,48.0,36.0,291.0,10700.0,2010.0,5.0,18.0,20.0,226.0,26.6,1000.0,15.6,0.0,1.7,SSW,Aotizhongxin
134.0,900.0,36.0,40.0,230.0,10700.0,2010.0,5.0,18.0,21.0,186.0,26.1,1000.0,15.2,0.0,1.8,SSW,Aotizhongxin
115.0,800.0,30.0,53.0,228.0,10700.0,2010.0,5.0,18.0,22.0,156.0,25.3,1000.0,15.0,0.0,1.6,SSE,Aotizhongxin
109.0,700.0,28.0,61.0,229.0,10700.0,2010.0,5.0,18.0,23.0,142.0,24.7,1000.0,14.5,0.0,1.5,WSW,Aotizhongxin
107.0,700.0,24.0,80.0,216.0,10700.0,2010.0,5.0,19.0,0.0,94.0,22.6,1000.0,15.7,0.0,2.7,NE,Aotizhongxin
99.0,700.0,22.0,49.0,234.0,10700.0,2010.0,5.0,19.0,1.0,124.0,20.5,1000.0,15.3,0.0,2.0,NE,Aotizhongxin
79.0,500.0,16.0,32.0,128.0,10700.0,2010.0,5.0,19.0,2.0,128.0,19.8,1000.0,15.9,0.0,1.5,ENE,Aotizhongxin
64.0,400.0,11.0,27.0,120.0,10700.0,2010.0,5.0,19.0,3.0,127.0,18.0,1000.0,17.2,7.0,0.6,NE,Aotizhongxin
75.0,500.0,7.0,28.0,124.0,10700.0,2010.0,5.0,19.0,4.0,105.0,17.8,1000.0,17.3,0.1,0.9,E,Aotizhongxin
79.0,600.0,2.0,47.0,79.0,10700.0,2010.0,5.0,19.0,5.0,68.0,17.9,1000.0,17.4,0.0,0.8,NNW,Aotizhongxin
82.0,600.0,4.0,40.0,82.0,10700.0,2010.0,5.0,19.0,6.0,68.0,18.0,1000.0,17.5,0.0,0.4,N,Aotizhongxin
77.0,600.0,4.0,49.0,77.0,10700.0,2010.0,5.0,19.0,7.0,57.0,19.0,1000.0,17.5,0.0,0.4,ENE,Aotizhongxin
70.0,600.0,4.0,45.0,70.0,10700.0,2010.0,5.0,19.0,8.0,73.0,20.7,1000.0,17.5,0.0,1.0,WSW,Aotizhongxin
78.0,600.0,6.0,54.0,78.0,10700.0,2010.0,5.0,19.0,9.0,69.0,22.5,1000.0,17.0,0.0,1.5,WSW,Aotizhongxin
82.0,700.0,9.0,66.0,88.0,10700.0,2010.0,5.0,19.0,10.0,65.0,24.4,1000.0,16.4,0.0,1.6,SSW,Aotizhongxin
111.0,900.0,18.0,53.0,130.0,10700.0,2010.0,5.0,19.0,11.0,101.0,25.3,999.0,15.9,0.0,1.2,NE,Aotizhongxin
153.0,1100.0,31.0,41.0,224.0,10700.0,2010.0,5.0,19.0,12.0,148.0,26.3,998.0,15.7,0.0,1.6,ESE,Aotizhongxin
157.0,1100.0,33.0,38.0,234.0,10700.0,2010.0,5.0,19.0,13.0,181.0,27.3,997.0,16.3,0.0,1.4,SSW,Aotizhongxin
172.0,1300.0,31.0,41.0,245.0,10700.0,2010.0,5.0,19.0,14.0,212.0,27.9,997.0,15.9,0.0,2.2,S,Aotizhongxin
186.0,1200.0,33.0,44.0,293.0,10700.0,2010.0,5.0,19.0,15.0,228.0,28.3,996.0,14.9,0.0,2.4,SW,Aotizhongxin
154.0,1000.0,28.0,41.0,229.0,10700.0,2010.0,5.0,19.0,16.0,238.0,28.3,996.0,14.5,0.0,2.6,SW,Aotizhongxin
137.0,800.0,21.0,44.0,219.0,10700.0,2010.0,5.0,19.0,17.0,223.0,27.8,996.0,14.4,0.0,2.4,SW,Aotizhongxin
102.0,600.0,17.0,45.0,178.0,10700.0,2010.0,5.0,19.0,18.0,188.0,26.2,996.0,15.6,0.0,1.0,SW,Aotizhongxin
100.0,600.0,13.0,43.0,218.0,10700.0,2010.0,5.0,19.0,19.0,182.0,23.5,997.0,15.8,0.0,0.2,SW,Aotizhongxin
100.0,700.0,12.0,57.0,208.0,10700.0,2010.0,5.0,19.0,20.0,153.0,21.1,997.0,17.5,0.0,0.0,N,Aotizhongxin
110.0,1000.0,10.0,119.0,271.0,10700.0,2010.0,5.0,19.0,21.0,49.0,20.2,997.0,16.6,0.0,0.1,ENE,Aotizhongxin
132.0,1500.0,9.0,171.0,307.0,10700.0,2010.0,5.0,19.0,22.0,2.0,20.7,997.0,16.3,0.0,0.9,NE,Aotizhongxin
156.0,1700.0,10.0,151.0,317.0,10700.0,2010.0,5.0,19.0,23.0,28.0,21.5,998.0,16.5,0.0,1.5,N,Aotizhongxin
183.0,1600.0,11.0,122.0,322.0,10700.0,2010.0,5.0,20.0,0.0,53.0,21.2,998.0,16.8,0.0,1.3,NNE,Aotizhongxin
204.0,1500.0,15.0,98.0,332.0,10700.0,2010.0,5.0,20.0,1.0,53.0,20.7,998.0,16.5,0.0,1.1,NNE,Aotizhongxin
210.0,1500.0,17.0,106.0,329.0,10700.0,2010.0,5.0,20.0,2.0,29.0,18.9,997.0,16.7,0.0,0.9,NE,Aotizhongxin
216.0,1600.0,18.0,92.0,310.0,10700.0,2010.0,5.0,20.0,3.0,24.0,18.5,998.0,16.3,0.0,0.8,NE,Aotizhongxin
220.0,1700.0,15.0,106.0,300.0,10700.0,2010.0,5.0,20.0,4.0,14.0,18.1,999.0,16.6,0.0,1.0,NNE,Aotizhongxin
191.0,1400.0,14.0,80.0,224.0,10700.0,2010.0,5.0,20.0,5.0,58.0,18.1,999.0,16.3,0.0,0.0,NNE,Aotizhongxin
137.0,1100.0,14.0,37.0,137.0,10700.0,2010.0,5.0,20.0,6.0,89.0,19.7,1000.0,14.3,0.0,1.4,ENE,Aotizhongxin
102.0,900.0,14.0,39.0,102.0,10700.0,2010.0,5.0,20.0,7.0,70.0,22.0,1000.0,12.5,0.0,1.7,NE,Aotizhongxin
80.0,600.0,11.0,33.0,184.0,10700.0,2010.0,5.0,20.0,8.0,63.0,24.7,1000.0,10.9,0.0,2.4,NE,Aotizhongxin
38.0,400.0,8.0,25.0,41.0,10700.0,2010.0,5.0,20.0,9.0,70.0,26.8,1000.0,9.2,0.0,2.5,NE,Aotizhongxin
62.0,300.0,5.0,22.0,210.0,10700.0,2010.0,5.0,20.0,10.0,81.0,28.1,1000.0,9.9,0.0,1.6,ENE,Aotizhongxin
66.0,200.0,4.0,19.0,170.0,10700.0,2010.0,5.0,20.0,11.0,98.0,29.4,999.0,7.9,0.0,1.8,ENE,Aotizhongxin
50.0,300.0,4.0,20.0,95.0,10700.0,2010.0,5.0,20.0,12.0,110.0,30.8,998.0,10.2,0.0,1.9,NE,Aotizhongxin
17.0,300.0,5.0,19.0,17.0,10700.0,2010.0,5.0,20.0,13.0,125.0,31.7,998.0,7.4,0.0,1.2,S,Aotizhongxin
15.0,200.0,7.0,18.0,23.0,10700.0,2010.0,5.0,20.0,14.0,139.0,31.9,997.0,6.9,0.0,3.0,WSW,Aotizhongxin
20.0,300.0,8.0,25.0,23.0,10700.0,2010.0,5.0,20.0,15.0,153.0,31.9,997.0,8.2,0.0,3.2,SW,Aotizhongxin
26.0,300.0,6.0,28.0,56.0,10700.0,2010.0,5.0,20.0,16.0,172.0,31.3,997.0,8.9,0.0,3.9,SW,Aotizhongxin
26.0,300.0,7.0,28.0,57.0,10700.0,2010.0,5.0,20.0,17.0,172.0,30.5,997.0,8.8,0.0,3.2,SW,Aotizhongxin
25.0,300.0,4.0,34.0,95.0,10700.0,2010.0,5.0,20.0,18.0,173.0,28.7,997.0,9.4,0.0,1.9,SW,Aotizhongxin
24.0,300.0,5.0,34.0,97.0,10700.0,2010.0,5.0,20.0,19.0,166.0,27.4,998.0,10.1,0.0,1.7,SSW,Aotizhongxin
38.0,600.0,7.0,45.0,106.0,10700.0,2010.0,5.0,20.0,20.0,153.0,26.6,999.0,14.0,0.0,1.4,SSW,Aotizhongxin
78.0,1300.0,10.0,66.0,345.0,10700.0,2010.0,5.0,20.0,21.0,131.0,24.7,1000.0,14.8,0.0,1.5,S,Aotizhongxin
130.0,2300.0,21.0,52.0,267.0,10700.0,2010.0,5.0,20.0,22.0,155.0,23.5,1000.0,14.5,0.0,1.5,SSE,Aotizhongxin
123.0,1900.0,25.0,63.0,212.0,10700.0,2010.0,5.0,20.0,23.0,116.0,22.5,1000.0,14.1,0.0,0.8,NE,Aotizhongxin
114.0,1500.0,20.0,73.0,209.0,10700.0,2010.0,5.0,21.0,0.0,53.0,20.5,1000.0,11.9,0.0,1.4,ENE,Aotizhongxin
95.0,900.0,18.4,60.5,115.0,10700.0,2010.0,5.0,21.0,1.0,47.7,19.2,1000.0,13.1,0.0,0.9,E,Aotizhongxin
87.8,1000.0,20.3,46.1,132.0,10700.0,2010.0,5.0,21.0,2.0,43.5,18.8,1000.0,12.5,0.0,0.6,NNE,Aotizhongxin
84.6,800.0,16.9,40.5,125.0,10700.0,2010.0,5.0,21.0,3.0,38.8,17.5,1000.0,12.8,0.0,0.1,NE,Aotizhongxin
85.0,800.0,17.0,40.0,125.0,10700.0,2010.0,5.0,21.0,4.0,39.0,17.2,1000.0,13.5,0.0,0.4,ENE,Aotizhongxin
86.0,1000.0,14.0,59.4,99.0,10700.0,2010.0,5.0,21.0,6.0,21.0,19.4,1000.0,13.1,0.0,0.9,NE,Aotizhongxin
78.0,1200.0,27.0,59.0,83.0,10700.0,2010.0,5.0,21.0,7.0,29.0,20.9,1000.0,13.3,0.0,1.0,WNW,Aotizhongxin
85.0,1300.0,33.0,75.0,160.0,10700.0,2010.0,5.0,21.0,8.0,22.0,23.1,1000.0,13.8,0.0,1.0,ENE,Aotizhongxin
89.0,1100.0,33.0,58.0,155.0,10700.0,2010.0,5.0,21.0,9.0,55.0,24.3,1000.0,13.2,0.0,0.9,SSW,Aotizhongxin
101.0,1100.0,28.0,62.0,167.0,10700.0,2010.0,5.0,21.0,10.0,65.0,25.7,1000.0,14.2,0.0,1.3,SSW,Aotizhongxin
101.0,1100.0,28.0,56.0,144.0,10700.0,2010.0,5.0,21.0,11.0,96.0,27.5,1000.0,14.5,0.0,2.0,SW,Aotizhongxin
100.0,1200.0,26.0,61.0,158.0,10700.0,2010.0,5.0,21.0,12.0,119.0,28.7,1000.0,13.8,0.0,2.3,SW,Aotizhongxin
106.0,1300.0,27.0,64.0,168.0,10700.0,2010.0,5.0,21.0,13.0,148.0,30.0,998.0,15.3,0.0,2.2,SSW,Aotizhongxin
125.0,1300.0,27.0,66.0,209.0,10700.0,2010.0,5.0,21.0,14.0,177.0,30.6,998.0,15.8,0.0,1.7,S,Aotizhongxin
126.0,1600.0,32.0,53.0,225.0,10700.0,2010.0,5.0,21.0,15.0,233.0,30.7,997.0,17.0,0.0,3.1,SW,Aotizhongxin
128.0,1600.0,35.0,42.0,277.0,10700.0,2010.0,5.0,21.0,16.0,251.0,30.0,997.0,16.8,0.0,3.3,SW,Aotizhongxin
125.0,1200.0,35.0,35.0,228.0,10700.0,2010.0,5.0,21.0,17.0,262.0,29.5,997.0,16.7,0.0,2.5,SW,Aotizhongxin
132.0,1300.0,37.0,43.0,256.0,10700.0,2010.0,5.0,21.0,18.0,255.0,28.6,998.0,17.2,0.0,1.7,SW,Aotizhongxin
137.0,1400.0,34.0,42.0,242.0,10700.0,2010.0,5.0,21.0,19.0,261.0,26.5,998.0,17.6,0.0,1.2,SSW,Aotizhongxin
141.0,1400.0,30.0,63.0,257.0,10700.0,2010.0,5.0,21.0,20.0,219.0,24.3,999.0,18.0,0.0,0.0,E,Aotizhongxin
154.0,1500.0,24.0,89.0,344.0,10700.0,2010.0,5.0,21.0,21.0,143.0,23.3,1000.0,19.0,0.0,0.6,WNW,Aotizhongxin
167.0,1700.0,21.0,123.0,328.0,10700.0,2010.0,5.0,21.0,22.0,86.0,21.8,999.0,18.2,0.0,0.0,SSE,Aotizhongxin
174.0,1900.0,19.0,141.0,307.0,10700.0,2010.0,5.0,21.0,23.0,37.0,20.7,999.0,18.1,0.0,0.0,SE,Aotizhongxin
150.0,1900.0,16.0,149.0,246.0,10700.0,2010.0,5.0,22.0,0.0,13.0,20.1,999.0,17.9,0.0,0.0,SE,Aotizhongxin
147.0,1600.0,18.0,125.0,233.0,10700.0,2010.0,5.0,22.0,1.0,13.0,19.8,999.0,17.9,0.0,0.0,S,Aotizhongxin
153.0,1700.0,18.0,138.0,309.0,10700.0,2010.0,5.0,22.0,2.0,2.0,19.3,999.0,18.1,0.0,0.4,SE,Aotizhongxin
191.0,1800.0,16.0,139.0,434.0,10700.0,2010.0,5.0,22.0,3.0,2.0,19.1,1000.0,17.6,0.0,0.4,ESE,Aotizhongxin
180.0,1900.0,13.0,138.0,395.0,10700.0,2010.0,5.0,22.0,4.0,2.0,19.0,1000.0,17.3,0.0,1.2,NE,Aotizhongxin
201.0,2100.0,13.0,131.0,399.0,10700.0,2010.0,5.0,22.0,5.0,2.0,19.4,1000.0,17.2,0.0,1.3,NE,Aotizhongxin
200.0,1900.0,13.0,115.0,297.0,10700.0,2010.0,5.0,22.0,6.0,2.0,20.7,1000.0,17.3,0.0,1.1,NE,Aotizhongxin
226.0,1600.0,16.9,93.8,342.0,10700.0,2010.0,5.0,22.0,7.0,2.7,22.5,1000.0,17.4,0.0,1.4,NNE,Aotizhongxin
253.0,1900.0,25.0,88.0,369.0,10700.0,2010.0,5.0,22.0,8.0,15.0,24.6,1000.0,18.3,0.0,1.6,NE,Aotizhongxin
276.0,2200.0,30.0,89.0,391.0,10700.0,2010.0,5.0,22.0,9.0,39.0,26.4,1000.0,19.0,0.0,2.0,NE,Aotizhongxin
290.0,2300.0,36.0,87.0,385.0,10700.0,2010.0,5.0,22.0,10.0,88.0,28.7,1000.0,18.8,0.0,1.9,SSE,Aotizhongxin
282.0,2400.0,42.0,78.0,353.0,10700.0,2010.0,5.0,22.0,11.0,149.0,30.7,1000.0,19.7,0.0,1.5,SSE,Aotizhongxin
266.0,2200.0,40.0,72.0,275.0,10700.0,2010.0,5.0,22.0,12.0,213.0,33.0,1000.0,12.1,0.0,2.5,SW,Aotizhongxin
173.0,1100.0,35.0,40.0,173.0,10700.0,2010.0,5.0,22.0,13.0,257.0,33.6,1000.0,8.9,0.0,3.1,SW,Aotizhongxin
82.0,600.0,23.0,25.0,82.0,10700.0,2010.0,5.0,22.0,14.0,208.0,33.5,999.0,10.8,0.0,3.4,SW,Aotizhongxin
71.0,400.0,12.0,25.0,144.0,10700.0,2010.0,5.0,22.0,15.0,182.0,33.5,999.0,8.9,0.0,3.9,WSW,Aotizhongxin
63.0,400.0,10.0,24.0,169.0,10700.0,2010.0,5.0,22.0,16.0,181.0,33.0,999.0,9.7,0.0,4.6,SW,Aotizhongxin
62.0,400.0,10.0,25.0,166.0,10700.0,2010.0,5.0,22.0,17.0,165.0,32.2,999.0,9.7,0.0,3.4,SW,Aotizhongxin
49.0,400.0,9.0,24.0,60.0,10700.0,2010.0,5.0,22.0,18.0,148.0,31.1,1000.0,10.4,0.0,2.6,SW,Aotizhongxin
42.0,400.0,8.0,27.0,165.0,10700.0,2010.0,5.0,22.0,19.0,136.0,30.0,1000.0,11.5,0.0,2.4,SW,Aotizhongxin
59.0,500.0,10.0,40.0,198.0,10700.0,2010.0,5.0,22.0,20.0,130.0,28.2,1000.0,13.7,0.0,1.1,WSW,Aotizhongxin
63.0,500.0,9.0,51.0,120.0,10800.0,2010.0,5.0,22.0,21.0,110.0,26.6,1000.0,14.4,0.0,1.4,SW,Aotizhongxin
67.0,500.0,8.0,57.0,154.0,10800.0,2010.0,5.0,22.0,22.0,88.0,27.2,1000.0,13.9,0.0,1.9,SW,Aotizhongxin
69.0,400.0,10.0,43.0,76.0,10800.0,2010.0,5.0,22.0,23.0,118.0,26.7,1000.0,14.1,0.0,2.1,SW,Aotizhongxin
71.0,500.0,13.0,54.0,137.0,10800.0,2010.0,5.0,23.0,0.0,111.0,25.5,1000.0,14.0,0.0,1.1,SW,Aotizhongxin
76.0,500.0,13.0,40.0,171.0,10800.0,2010.0,5.0,23.0,1.0,120.0,22.5,1000.0,16.3,0.0,0.2,S,Aotizhongxin
81.0,600.0,17.0,52.0,162.0,10800.0,2010.0,5.0,23.0,2.0,98.0,23.4,1000.0,14.7,0.0,1.6,WSW,Aotizhongxin
87.0,600.0,16.0,66.0,169.0,10800.0,2010.0,5.0,23.0,3.0,71.0,21.0,1000.0,16.4,0.0,0.0,S,Aotizhongxin
90.0,600.0,16.0,66.0,172.0,10800.0,2010.0,5.0,23.0,4.0,64.0,19.5,1000.0,16.2,0.0,0.0,S,Aotizhongxin
97.0,800.0,17.0,70.0,186.0,10800.0,2010.0,5.0,23.0,5.0,60.0,19.8,1000.0,16.4,0.0,0.9,WSW,Aotizhongxin
112.0,800.0,20.0,71.0,224.0,10800.0,2010.0,5.0,23.0,6.0,60.0,22.0,1000.0,17.1,0.0,1.2,W,Aotizhongxin
114.0,900.0,23.0,73.0,229.0,10800.0,2010.0,5.0,23.0,7.0,58.0,25.5,1010.0,16.4,0.0,1.9,SW,Aotizhongxin
114.0,900.0,34.0,88.0,237.0,10800.0,2010.0,5.0,23.0,8.0,61.0,27.1,1010.0,15.8,0.0,0.9,W,Aotizhongxin
117.0,900.0,40.0,73.0,238.0,10800.0,2010.0,5.0,23.0,9.0,98.0,30.0,1010.0,16.1,0.0,1.6,SW,Aotizhongxin
120.0,900.0,45.0,64.0,217.0,10800.0,2010.0,5.0,23.0,10.0,137.0,31.3,1000.0,16.5,0.0,3.5,WSW,Aotizhongxin
104.0,900.0,42.0,44.0,177.0,10800.0,2010.0,5.0,23.0,11.0,194.0,32.2,1000.0,14.8,0.0,3.0,SW,Aotizhongxin
94.0,700.0,32.0,29.0,115.0,10800.0,2010.0,5.0,23.0,12.0,215.0,31.3,1000.0,13.6,0.0,3.5,SW,Aotizhongxin
84.0,500.0,23.0,22.0,121.0,10800.0,2010.0,5.0,23.0,13.0,217.0,32.2,1000.0,13.9,0.0,2.2,SSW,Aotizhongxin
73.0,500.0,18.0,27.0,140.0,10800.0,2010.0,5.0,23.0,14.0,213.0,32.3,1000.0,12.0,0.0,3.1,SW,Aotizhongxin
63.0,400.0,13.0,23.0,63.0,10800.0,2010.0,5.0,23.0,15.0,187.0,31.3,1000.0,10.6,0.0,3.1,SW,Aotizhongxin
57.0,400.0,12.0,23.0,143.0,10800.0,2010.0,5.0,23.0,16.0,183.0,30.8,1000.0,11.2,0.0,3.6,WSW,Aotizhongxin
59.0,400.0,14.0,26.0,140.0,10800.0,2010.0,5.0,23.0,17.0,189.0,30.1,1000.0,13.0,0.0,1.8,WSW,Aotizhongxin
54.0,400.0,13.0,34.0,92.0,10800.0,2010.0,5.0,23.0,18.0,173.0,29.4,1000.0,14.0,0.0,1.3,SW,Aotizhongxin
58.0,500.0,12.0,39.0,132.0,10800.0,2010.0,5.0,23.0,19.0,166.0,27.0,1000.0,16.0,0.0,0.0,SW,Aotizhongxin
67.0,500.0,13.0,45.0,154.0,10800.0,2010.0,5.0,23.0,20.0,152.0,26.1,1000.0,15.5,0.0,1.1,SSE,Aotizhongxin
78.0,600.0,12.0,75.0,207.0,10800.0,2010.0,5.0,23.0,21.0,102.0,27.3,1000.0,14.3,0.0,0.1,ESE,Aotizhongxin
86.0,900.0,12.0,106.0,193.0,10800.0,2010.0,5.0,23.0,22.0,63.0,26.0,1000.0,16.0,0.0,0.1,SE,Aotizhongxin
94.0,1000.0,13.0,119.0,225.0,10800.0,2010.0,5.0,23.0,23.0,40.0,26.8,1000.0,15.2,0.0,1.9,SSE,Aotizhongxin
105.0,1200.0,23.0,91.0,232.0,10800.0,2010.0,5.0,24.0,0.0,92.0,25.0,1000.0,16.7,0.0,0.0,SE,Aotizhongxin
107.0,1100.0,27.0,86.0,215.0,10800.0,2010.0,5.0,24.0,1.0,79.0,24.1,1000.0,17.3,0.0,0.0,SSE,Aotizhongxin
105.0,1300.0,27.0,64.0,192.0,10800.0,2010.0,5.0,24.0,2.0,62.0,24.3,1000.0,17.8,0.0,1.8,N,Aotizhongxin
104.0,1100.0,22.0,46.0,218.0,10800.0,2010.0,5.0,24.0,3.0,59.0,21.3,1000.0,19.2,0.0,0.8,N,Aotizhongxin
104.0,900.0,13.0,56.0,352.0,10800.0,2010.0,5.0,24.0,4.0,25.0,19.6,1000.0,19.1,0.5,0.0,W,Aotizhongxin
69.0,500.0,4.0,39.0,81.0,10800.0,2010.0,5.0,24.0,6.0,70.0,19.2,1000.0,19.2,0.3,0.8,NE,Aotizhongxin
65.0,500.0,3.0,30.0,69.0,10800.0,2010.0,5.0,24.0,7.0,74.0,19.4,1000.0,19.4,1.0,0.7,NNE,Aotizhongxin
78.0,700.0,2.0,53.0,81.0,10800.0,2010.0,5.0,24.0,8.0,29.0,19.3,1000.0,19.3,0.7,0.5,N,Aotizhongxin
90.0,800.0,2.0,48.0,90.0,10800.0,2010.0,5.0,24.0,9.0,30.0,19.7,1000.0,19.7,0.3,1.0,NW,Aotizhongxin
85.0,900.0,2.0,48.0,98.0,10800.0,2010.0,5.0,24.0,10.0,23.0,19.6,1000.0,19.6,0.4,0.8,NNW,Aotizhongxin
82.0,800.0,2.0,44.0,86.0,10800.0,2010.0,5.0,24.0,11.0,32.0,20.1,1000.0,20.1,0.0,0.4,ENE,Aotizhongxin
70.0,900.0,2.0,49.0,70.0,10800.0,2010.0,5.0,24.0,14.0,29.0,21.1,1000.0,20.1,0.0,1.1,E,Aotizhongxin
72.0,800.0,2.0,48.0,72.0,10800.0,2010.0,5.0,24.0,15.0,34.0,21.5,1000.0,20.5,0.0,0.4,ENE,Aotizhongxin
74.0,900.0,2.0,47.0,74.0,10800.0,2010.0,5.0,24.0,16.0,41.0,22.9,1000.0,20.4,0.0,1.1,NE,Aotizhongxin
87.0,900.0,2.0,47.0,87.0,10800.0,2010.0,5.0,24.0,17.0,43.0,22.2,1000.0,20.5,0.0,0.4,E,Aotizhongxin
95.0,900.0,2.0,44.0,95.0,10800.0,2010.0,5.0,24.0,18.0,50.0,21.8,1000.0,20.1,0.0,0.7,SE,Aotizhongxin
90.0,900.0,2.0,48.0,90.0,10800.0,2010.0,5.0,24.0,19.0,39.0,21.6,1000.0,20.2,0.0,1.3,SSE,Aotizhongxin
82.0,900.0,2.0,49.0,82.0,10800.0,2010.0,5.0,24.0,20.0,24.0,21.4,1000.0,20.0,0.0,0.0,SE,Aotizhongxin
79.0,800.0,2.0,57.0,79.0,10800.0,2010.0,5.0,24.0,21.0,21.0,21.1,1000.0,19.6,0.0,1.6,SSE,Aotizhongxin
86.0,800.0,2.0,49.0,86.0,10800.0,2010.0,5.0,24.0,22.0,34.0,21.0,1000.0,19.6,0.0,1.6,S,Aotizhongxin
93.0,700.0,2.0,39.0,93.0,10800.0,2010.0,5.0,24.0,23.0,44.0,20.8,1000.0,19.6,0.0,0.0,ESE,Aotizhongxin
